Date,VTI,ITOT,EFA,MXEA,VWO,EEM,SPY,IVV,IJH,MDY,IWM,VB,EWU,NDDUUK,VGK,IEV,EWJ,NDDUJN,AXJL,NDUECAXJ,NDEUCHF
01/01/2006,,,,,,,,,,,,,,,,,,,,,
02/01/2006,,,,,,,,,,,,,,,,,,,,,
03/01/2006,,,,,,,,,,,,,,,,,,,,,
04/01/2006,,,,,,,,,,,,,,,,,,,,,
05/01/2006,,,,,,,,,,,,,,,,,,,,,
06/01/2006,,,,,,,,,,,,,,,,,,,,,
07/01/2006,,,,,,,,,,,,,,,,,,,,,
08/01/2006,,,,,,,,,,,,,,,,,,,,,
09/01/2006,,,,,,,,,,,,,,,,,,,,,
10/01/2006,,,,,,,,,,,,,,,,,,,,,
11/01/2006,,,,,,,,,,,,,,,,,,,,,
12/01/2006,,,,,,,,,,,,,,,,,,,,,
13/01/2006,,,,,,,,,,,,,,,,,,,,,
14/01/2006,,,,,,,,,,,,,,,,,,,,,
15/01/2006,,,,,,,,,,,,,,,,,,,,,
16/01/2006,,,,,,,,,,,,,,,,,,,,,
17/01/2006,,,,,,,,,,,,,,,,,,,,,
18/01/2006,,,,,,,,,,,,,,,,,,,,,
19/01/2006,,,,,,,,,,,,,,,,,,,,,
20/01/2006,,,,,,,,,,,,,,,,,,,,,
21/01/2006,,,,,,,,,,,,,,,,,,,,,
22/01/2006,,,,,,,,,,,,,,,,,,,,,
23/01/2006,,,,,,,,,,,,,,,,,,,,,
24/01/2006,,,,,,,,,,,,,,,,,,,,,
25/01/2006,,,,,,,,,,,,,,,,,,,,,
26/01/2006,,,,,,,,,,,,,,,,,,,,,
27/01/2006,,,,,,,,,,,,,,,,,,,,,
28/01/2006,,,,,,,,,,,,,,,,,,,,,
29/01/2006,,,,,,,,,,,,,,,,,,,,,
30/01/2006,,,,,,,,,,,,,,,,,,,,,
31/01/2006,,,,,,,,,,,,,,,,,,,,,
01/02/2006,,,,,,,,,,,,,,,,,,,,,
02/02/2006,,,,,,,,,,,,,,,,,,,,,
03/02/2006,,,,,,,,,,,,,,,,,,,,,
04/02/2006,,,,,,,,,,,,,,,,,,,,,
05/02/2006,,,,,,,,,,,,,,,,,,,,,
06/02/2006,,,,,,,,,,,,,,,,,,,,,
07/02/2006,,,,,,,,,,,,,,,,,,,,,
08/02/2006,,,,,,,,,,,,,,,,,,,,,
09/02/2006,,,,,,,,,,,,,,,,,,,,,
10/02/2006,,,,,,,,,,,,,,,,,,,,,
11/02/2006,,,,,,,,,,,,,,,,,,,,,
12/02/2006,,,,,,,,,,,,,,,,,,,,,
13/02/2006,,,,,,,,,,,,,,,,,,,,,
14/02/2006,,,,,,,,,,,,,,,,,,,,,
15/02/2006,,,,,,,,,,,,,,,,,,,,,
16/02/2006,,,,,,,,,,,,,,,,,,,,,
17/02/2006,,,,,,,,,,,,,,,,,,,,,
18/02/2006,,,,,,,,,,,,,,,,,,,,,
19/02/2006,,,,,,,,,,,,,,,,,,,,,
20/02/2006,,,,,,,,,,,,,,,,,,,,,
21/02/2006,,,,,,,,,,,,,,,,,,,,,
22/02/2006,,,,,,,,,,,,,,,,,,,,,
23/02/2006,,,,,,,,,,,,,,,,,,,,,
24/02/2006,,,,,,,,,,,,,,,,,,,,,
25/02/2006,,,,,,,,,,,,,,,,,,,,,
26/02/2006,,,,,,,,,,,,,,,,,,,,,
27/02/2006,,,,,,,,,,,,,,,,,,,,,
28/02/2006,,,,,,,,,,,,,,,,,,,,,
01/03/2006,,,,,,,,,,,,,,,,,,,,,
02/03/2006,,,,,,,,,,,,,,,,,,,,,
03/03/2006,,,,,,,,,,,,,,,,,,,,,
04/03/2006,,,,,,,,,,,,,,,,,,,,,
05/03/2006,,,,,,,,,,,,,,,,,,,,,
06/03/2006,,,,,,,,,,,,,,,,,,,,,
07/03/2006,,,,,,,,,,,,,,,,,,,,,
08/03/2006,,,,,,,,,,,,,,,,,,,,,
09/03/2006,,,,,,,,,,,,,,,,,,,,,
10/03/2006,,,,,,,,,,,,,,,,,,,,,
11/03/2006,,,,,,,,,,,,,,,,,,,,,
12/03/2006,,,,,,,,,,,,,,,,,,,,,
13/03/2006,,,,,,,,,,,,,,,,,,,,,
14/03/2006,,,,,,,,,,,,,,,,,,,,,
15/03/2006,,,,,,,,,,,,,,,,,,,,,
16/03/2006,,,,,,,,,,,,,,,,,,,,,
17/03/2006,,,,,,,,,,,,,,,,,,,,,
18/03/2006,,,,,,,,,,,,,,,,,,,,,
19/03/2006,,,,,,,,,,,,,,,,,,,,,
20/03/2006,,,,,,,,,,,,,,,,,,,,,
21/03/2006,,,,,,,,,,,,,,,,,,,,,
22/03/2006,,,,,,,,,,,,,,,,,,,,,
23/03/2006,,,,,,,,,,,,,,,,,,,,,
24/03/2006,,,,,,,,,,,,,,,,,,,,,
25/03/2006,,,,,,,,,,,,,,,,,,,,,
26/03/2006,,,,,,,,,,,,,,,,,,,,,
27/03/2006,,,,,,,,,,,,,,,,,,,,,
28/03/2006,,,,,,,,,,,,,,,,,,,,,
29/03/2006,,,,,,,,,,,,,,,,,,,,,
30/03/2006,,,,,,,,,,,,,,,,,,,,,
31/03/2006,,,,,,,,,,,,,,,,,,,,,
01/04/2006,,,,,,,,,,,,,,,,,,,,,
02/04/2006,,,,,,,,,,,,,,,,,,,,,
03/04/2006,,,,,,,,,,,,,,,,,,,,,
04/04/2006,,,,,,,,,,,,,,,,,,,,,
05/04/2006,,,,,,,,,,,,,,,,,,,,,
06/04/2006,,,,,,,,,,,,,,,,,,,,,
07/04/2006,,,,,,,,,,,,,,,,,,,,,
08/04/2006,,,,,,,,,,,,,,,,,,,,,
09/04/2006,,,,,,,,,,,,,,,,,,,,,
10/04/2006,,,,,,,,,,,,,,,,,,,,,
11/04/2006,,,,,,,,,,,,,,,,,,,,,
12/04/2006,,,,,,,,,,,,,,,,,,,,,
13/04/2006,,,,,,,,,,,,,,,,,,,,,
14/04/2006,,,,,,,,,,,,,,,,,,,,,
15/04/2006,,,,,,,,,,,,,,,,,,,,,
16/04/2006,,,,,,,,,,,,,,,,,,,,,
17/04/2006,,,,,,,,,,,,,,,,,,,,,
18/04/2006,,,,,,,,,,,,,,,,,,,,,
19/04/2006,,,,,,,,,,,,,,,,,,,,,
20/04/2006,,,,,,,,,,,,,,,,,,,,,
21/04/2006,,,,,,,,,,,,,,,,,,,,,
22/04/2006,,,,,,,,,,,,,,,,,,,,,
23/04/2006,,,,,,,,,,,,,,,,,,,,,
24/04/2006,,,,,,,,,,,,,,,,,,,,,
25/04/2006,,,,,,,,,,,,,,,,,,,,,
26/04/2006,,,,,,,,,,,,,,,,,,,,,
27/04/2006,,,,,,,,,,,,,,,,,,,,,
28/04/2006,,,,,,,,,,,,,,,,,,,,,
29/04/2006,,,,,,,,,,,,,,,,,,,,,
30/04/2006,,,,,,,,,,,,,,,,,,,,,
01/05/2006,,,,,,,,,,,,,,,,,,,,,
02/05/2006,,,,,,,,,,,,,,,,,,,,,
03/05/2006,,,,,,,,,,,,,,,,,,,,,
04/05/2006,,,,,,,,,,,,,,,,,,,,,
05/05/2006,,,,,,,,,,,,,,,,,,,,,
06/05/2006,,,,,,,,,,,,,,,,,,,,,
07/05/2006,,,,,,,,,,,,,,,,,,,,,
08/05/2006,,,,,,,,,,,,,,,,,,,,,
09/05/2006,,,,,,,,,,,,,,,,,,,,,
10/05/2006,,,,,,,,,,,,,,,,,,,,,
11/05/2006,,,,,,,,,,,,,,,,,,,,,
12/05/2006,,,,,,,,,,,,,,,,,,,,,
13/05/2006,,,,,,,,,,,,,,,,,,,,,
14/05/2006,,,,,,,,,,,,,,,,,,,,,
15/05/2006,,,,,,,,,,,,,,,,,,,,,
16/05/2006,,,,,,,,,,,,,,,,,,,,,
17/05/2006,,,,,,,,,,,,,,,,,,,,,
18/05/2006,,,,,,,,,,,,,,,,,,,,,
19/05/2006,,,,,,,,,,,,,,,,,,,,,
20/05/2006,,,,,,,,,,,,,,,,,,,,,
21/05/2006,,,,,,,,,,,,,,,,,,,,,
22/05/2006,,,,,,,,,,,,,,,,,,,,,
23/05/2006,,,,,,,,,,,,,,,,,,,,,
24/05/2006,,,,,,,,,,,,,,,,,,,,,
25/05/2006,,,,,,,,,,,,,,,,,,,,,
26/05/2006,,,,,,,,,,,,,,,,,,,,,
27/05/2006,,,,,,,,,,,,,,,,,,,,,
28/05/2006,,,,,,,,,,,,,,,,,,,,,
29/05/2006,,,,,,,,,,,,,,,,,,,,,
30/05/2006,,,,,,,,,,,,,,,,,,,,,
31/05/2006,,,,,,,,,,,,,,,,,,,,,
01/06/2006,,,,,,,,,,,,,,,,,,,,,
02/06/2006,,,,,,,,,,,,,,,,,,,,,
03/06/2006,,,,,,,,,,,,,,,,,,,,,
04/06/2006,,,,,,,,,,,,,,,,,,,,,
05/06/2006,,,,,,,,,,,,,,,,,,,,,
06/06/2006,,,,,,,,,,,,,,,,,,,,,
07/06/2006,,,,,,,,,,,,,,,,,,,,,
08/06/2006,,,,,,,,,,,,,,,,,,,,,
09/06/2006,,,,,,,,,,,,,,,,,,,,,
10/06/2006,,,,,,,,,,,,,,,,,,,,,
11/06/2006,,,,,,,,,,,,,,,,,,,,,
12/06/2006,,,,,,,,,,,,,,,,,,,,,
13/06/2006,,,,,,,,,,,,,,,,,,,,,
14/06/2006,,,,,,,,,,,,,,,,,,,,,
15/06/2006,,,,,,,,,,,,,,,,,,,,,
16/06/2006,,,,,,,,,,,,,,,,,,,,,
17/06/2006,,,,,,,,,,,,,,,,,,,,,
18/06/2006,,,,,,,,,,,,,,,,,,,,,
19/06/2006,,,,,,,,,,,,,,,,,,,,,
20/06/2006,,,,,,,,,,,,,,,,,,,,,
21/06/2006,,,,,,,,,,,,,,,,,,,,,
22/06/2006,,,,,,,,,,,,,,,,,,,,,
23/06/2006,,,,,,,,,,,,,,,,,,,,,
24/06/2006,,,,,,,,,,,,,,,,,,,,,
25/06/2006,,,,,,,,,,,,,,,,,,,,,
26/06/2006,,,,,,,,,,,,,,,,,,,,,
27/06/2006,,,,,,,,,,,,,,,,,,,,,
28/06/2006,,,,,,,,,,,,,,,,,,,,,
29/06/2006,,,,,,,,,,,,,,,,,,,,,
30/06/2006,,,,,,,,,,,,,,,,,,,,,
01/07/2006,,,,,,,,,,,,,,,,,,,,,
02/07/2006,,,,,,,,,,,,,,,,,,,,,
03/07/2006,,,,,,,,,,,,,,,,,,,,,
04/07/2006,,,,,,,,,,,,,,,,,,,,,
05/07/2006,,,,,,,,,,,,,,,,,,,,,
06/07/2006,,,,,,,,,,,,,,,,,,,,,
07/07/2006,,,,,,,,,,,,,,,,,,,,,
08/07/2006,,,,,,,,,,,,,,,,,,,,,
09/07/2006,,,,,,,,,,,,,,,,,,,,,
10/07/2006,,,,,,,,,,,,,,,,,,,,,
11/07/2006,,,,,,,,,,,,,,,,,,,,,
12/07/2006,,,,,,,,,,,,,,,,,,,,,
13/07/2006,,,,,,,,,,,,,,,,,,,,,
14/07/2006,,,,,,,,,,,,,,,,,,,,,
15/07/2006,,,,,,,,,,,,,,,,,,,,,
16/07/2006,,,,,,,,,,,,,,,,,,,,,
17/07/2006,,,,,,,,,,,,,,,,,,,,,
18/07/2006,,,,,,,,,,,,,,,,,,,,,
19/07/2006,,,,,,,,,,,,,,,,,,,,,
20/07/2006,,,,,,,,,,,,,,,,,,,,,
21/07/2006,,,,,,,,,,,,,,,,,,,,,
22/07/2006,,,,,,,,,,,,,,,,,,,,,
23/07/2006,,,,,,,,,,,,,,,,,,,,,
24/07/2006,,,,,,,,,,,,,,,,,,,,,
25/07/2006,,,,,,,,,,,,,,,,,,,,,
26/07/2006,,,,,,,,,,,,,,,,,,,,,
27/07/2006,,,,,,,,,,,,,,,,,,,,,
28/07/2006,,,,,,,,,,,,,,,,,,,,,
29/07/2006,,,,,,,,,,,,,,,,,,,,,
30/07/2006,,,,,,,,,,,,,,,,,,,,,
31/07/2006,,,,,,,,,,,,,,,,,,,,,
01/08/2006,,,,,,,,,,,,,,,,,,,,,
02/08/2006,,,,,,,,,,,,,,,,,,,,,
03/08/2006,,,,,,,,,,,,,,,,,,,,,
04/08/2006,,,,,,,,,,,,,,,,,,,,,
05/08/2006,,,,,,,,,,,,,,,,,,,,,
06/08/2006,,,,,,,,,,,,,,,,,,,,,
07/08/2006,,,,,,,,,,,,,,,,,,,,,
08/08/2006,,,,,,,,,,,,,,,,,,,,,
09/08/2006,,,,,,,,,,,,,,,,,,,,,
10/08/2006,,,,,,,,,,,,,,,,,,,,,
11/08/2006,,,,,,,,,,,,,,,,,,,,,
12/08/2006,,,,,,,,,,,,,,,,,,,,,
13/08/2006,,,,,,,,,,,,,,,,,,,,,
14/08/2006,,,,,,,,,,,,,,,,,,,,,
15/08/2006,,,,,,,,,,,,,,,,,,,,,
16/08/2006,,,,,,,,,,,,,,,,,,,,,
17/08/2006,,,,,,,,,,,,,,,,,,,,,
18/08/2006,,,,,,,,,,,,,,,,,,,,,
19/08/2006,,,,,,,,,,,,,,,,,,,,,
20/08/2006,,,,,,,,,,,,,,,,,,,,,
21/08/2006,,,,,,,,,,,,,,,,,,,,,
22/08/2006,,,,,,,,,,,,,,,,,,,,,
23/08/2006,,,,,,,,,,,,,,,,,,,,,
24/08/2006,,,,,,,,,,,,,,,,,,,,,
25/08/2006,,,,,,,,,,,,,,,,,,,,,
26/08/2006,,,,,,,,,,,,,,,,,,,,,
27/08/2006,,,,,,,,,,,,,,,,,,,,,
28/08/2006,,,,,,,,,,,,,,,,,,,,,
29/08/2006,,,,,,,,,,,,,,,,,,,,,
30/08/2006,,,,,,,,,,,,,,,,,,,,,
31/08/2006,64.53,29.0375,67.6,1885.49,33.22,32.54,130.64,130.87,74.98,136.98,71.77,62.99,22.07,4766.552,62.41,47.975,13.71,4840.086,54.18,206.397,192.203
01/09/2006,64.905,29.205,68.1,1891.7,33.68,32.9033,131.42,131.66,75.46,137.62,71.82,63.18,22.21,4803.958,62.71,48.22,13.83,4836.386,54.45,207.769,192.725
02/09/2006,,,,,,,,,,,,,,,,,,,,,
03/09/2006,,,,,,,,,,,,,,,,,,,,,
04/09/2006,,,,1914.88,,,,,,,,,,4836.777,,,,4942.678,,210.519,196.156
05/09/2006,65.035,29.2875,68.36,1904.74,34.09,33.0833,131.67,131.96,75.7,138.16,72.47,63.65,22.24,4802,62.72,48.2,14.02,4939.301,54.1,210.431,195.94
06/09/2006,64.34,28.98,67.31,1882.76,33.07,32.1333,130.51,130.76,74.53,136.08,70.93,62.43,21.89,4732.783,61.84,47.495,13.81,4890.304,53.67,209.682,195.128
07/09/2006,64.1,28.8525,66.53,1856.11,33.025,31.7667,129.91,130.23,74.04,135.17,70.3,61.97,21.58,4658.082,61.15,46.885,13.7,4807.732,53.43,208.489,193.868
08/09/2006,64.23,28.9175,66.52,1854.97,33.075,32.0267,130.28,130.52,74.03,135.09,70.57,62.15,21.55,4653.897,61.15,46.815,13.7,4814.648,53.35,208.713,194.202
09/09/2006,,,,,,,,,,,,,,,,,,,,,
10/09/2006,,,,,,,,,,,,,,,,,,,,,
11/09/2006,64.25,28.925,66.12,1837.67,32.49,31.3367,130.41,130.68,74.04,135.09,70.48,62.06,21.25,4625.74,60.96,46.855,13.49,4704.337,52.86,206.033,191.881
12/09/2006,64.9796,29.2475,66.88,1849.88,32.925,31.8733,131.69,131.9,75.21,137.18,72.14,63.3082,21.68,4693.705,61.86,47.485,13.6,4673.621,53.07,205.793,192.741
13/09/2006,65.325,29.4175,66.75,1853.73,33.375,32.35,132.22,132.44,75.87,138.26,72.75,63.83,21.73,4694.076,61.93,47.455,13.43,4678.989,53.57,207.548,193.982
14/09/2006,65.185,29.3475,66.84,1867.11,33.11,32.0833,132.23,132.5,75.43,137.62,72.49,63.57,21.73,4724.967,62.03,47.56,13.42,4733.331,53.52,208.683,193.896
15/09/2006,65.34,29.45,66.63,1857.97,33.255,32.2733,131.96,132.82,75.17,136.97,72.66,63.7,21.69,4694.955,61.7,47.375,13.41,4711.17,53.58,209.628,193.842
16/09/2006,,,,,,,,,,,,,,,,,,,,,
17/09/2006,,,,,,,,,,,,,,,,,,,,,
18/09/2006,65.435,29.425,66.98,1861.34,33.76,32.6367,132.14,132.98,75.44,137.1,72.64,63.7,21.63,4699.453,62.02,47.6,13.45,4694.403,53.93,212.597,195.954
19/09/2006,65.22,29.3575,66.36,1859.1,33.34,32.1333,131.81,132.64,74.98,136.54,72.32,63.45,21.39,4680.968,61.43,47.165,13.34,4722.102,53.07,212.754,196.469
20/09/2006,65.61,29.535,67.01,1864.07,33.725,32.7933,132.51,133.27,75.52,138.1,73.29,64.11,21.67,4714.804,62.3,47.805,13.39,4653.138,53.59,212.778,198.08
21/09/2006,65.2,29.3625,67.17,1876.5,33.125,31.9933,131.87,132.71,74.97,136.43,72.5,63.49,21.75,4757.634,62.57,47.925,13.39,4704.011,53.48,214.134,199.857
22/09/2006,65.035,29.23,66.84,1865.33,32.77,31.5867,131.47,132.3,74.39,135.16,71.54,62.9,21.71,4715.039,62.34,47.76,13.2,4669.78,52.91,212.608,199.925
23/09/2006,,,,,,,,,,,,,,,,,,,,,
24/09/2006,,,,,,,,,,,,,,,,,,,,,
25/09/2006,65.325,29.56,67.12,1855.57,33.09,31.9533,132.48,133.28,75.18,136.4,72.39,63.6,21.83,4688.34,62.52,47.96,13.28,4649.142,53.6,212.688,199.127
26/09/2006,65.78,29.765,67.2,1861.63,33.5,32.33,133.58,134.43,75.72,137.76,72.39,63.86,21.89,4737.317,62.85,48.22,13.29,4618.877,53.47,211.721,194.947
27/09/2006,65.86,29.66,67.71,1885.48,33.48,32.2567,133.74,133.96,75.99,138.85,72.92,64.16,21.95,4766.624,63,48.4,13.49,4729.825,53.9781,213.877,197.961
28/09/2006,65.9251,29.7,67.87,1886.04,33.75,32.5167,133.69,133.99,75.81,138.55,72.63,64.07,21.98,4761.976,63.2,48.425,13.56,4744.665,53.85,214.029,198.89
29/09/2006,65.735,29.625,67.75,1885.26,33.58,32.2567,133.58,133.75,75.44,137.69,72,63.52,21.89,4742.646,63.11,48.295,13.54,4760.726,53.92,213.589,199.356
30/09/2006,,,,,,,,,,,,,,,,,,,,,
01/10/2006,,,,,,,,,,,,,,,,,,,,,
02/10/2006,65.535,29.5125,67.94,1898.64,33.61,32.2033,133.08,133.24,74.8,136.62,71.32,63.1,21.98,4782.637,63.08,48.35,13.68,4817.946,54.19,214.332,199.355
03/10/2006,65.635,29.5575,68,1891.99,33.175,31.7667,133.36,133.55,74.71,136.5,71.22,62.96,22,4776.35,62.97,48.4,13.63,4790.598,54.05,214.465,200.41
04/10/2006,66.33,29.9398,68.69,1890.59,33.82,32.6167,134.92,135.16,75.89,139,72.95,64.12,22.21,4790.211,63.65,48.87,13.74,4744.167,54.65,212.434,199.949
05/10/2006,66.65,30.0325,68.73,1910.67,34.25,33.05,135.18,135.4,76.8,140.2,73.88,64.97,22.16,4802.633,63.65,48.85,13.86,4852.788,55.15,214.808,201.988
06/10/2006,66.52,29.9575,68.12,1897.64,34.05,32.9667,135.01,135.18,76.29,139.33,73.5,64.72,22.05,4783.255,63.18,48.44,13.7,4808.762,54.82,214.859,201.292
07/10/2006,,,,,,,,,,,,,,,,,,,,,
08/10/2006,,,,,,,,,,,,,,,,,,,,,
09/10/2006,66.58,29.995,68.15,1899.32,33.91,32.8433,135.09,135.31,76.81,140.36,74.06,64.99,22.08,4789.619,63.3,48.64,13.57,4802.303,54.58,212.199,199.178
10/10/2006,66.735,30.0425,68.25,1901.5,34.145,33.14,135.27,135.5,77.13,140.62,74.1,65.22,22.1,4797.369,63.33,48.675,13.68,4789.44,54.782,213.422,201.114
11/10/2006,66.615,29.9925,68.2,1902.18,33.985,32.9633,135.11,135.28,76.92,140.5,73.81,64.9,22.15,4803.355,63.42,48.69,13.55,4762.452,55.07,213.28,202.218
12/10/2006,67.28,30.1875,68.95,1909.86,34.785,33.7667,136.28,136.55,78.04,142.63,75.3,66.1,22.29,4841.836,64.11,49.235,13.69,4743.066,55.79,214.125,203.239
13/10/2006,67.515,30.3675,69.05,1912.35,34.9,33.9667,136.63,136.85,78.61,143.25,75.9,66.54,22.46,4865.961,64.1,49.235,13.65,4769.063,55.84,216.806,204.919
14/10/2006,,,,,,,,,,,,,,,,,,,,,
15/10/2006,,,,,,,,,,,,,,,,,,,,,
16/10/2006,67.7,30.4425,69.31,1925.31,35,34.06,136.84,137.08,79.02,144.07,76.35,67.08,22.6,4890.737,64.26,49.345,13.8,4844.279,56.27,218.112,206.035
17/10/2006,67.435,30.34,68.88,1913.29,34.605,33.6133,136.41,136.6,78.32,142.95,75.97,66.65,22.51,4862.316,63.88,49,13.72,4842.714,55.66,217.253,206.676
18/10/2006,67.53,30.34,69.05,1922.02,34.73,33.9433,136.59,136.84,78.25,142.94,75.98,66.53,22.53,4891.432,63.95,49.09,13.8,4829.039,56.12,217.036,207.739
19/10/2006,67.6042,30.405,69.57,1931.86,34.995,34.0933,136.81,136.98,78.6,143.7,76.35,66.89,22.7,4917.733,64.49,49.525,13.8,4844.161,56.27,216.726,207.962
20/10/2006,67.585,30.4025,69.79,1938.99,34.795,33.9333,136.84,137.02,77.88,142.21,75.6,66.32,22.79,4930.807,64.89,49.78,13.79,4855.061,56.61,217.882,210.001
21/10/2006,,,,,,,,,,,,,,,,,,,,,
22/10/2006,,,,,,,,,,,,,,,,,,,,,
23/10/2006,67.875,30.5775,69.85,1939.66,34.87,33.9033,137.47,137.68,78.3,142.9,75.75,66.57,22.74,4915.223,64.85,49.725,13.94,4876.805,56.68,217.161,208.851
24/10/2006,68.04,30.615,69.86,1940.21,34.99,34.0967,137.88,138.11,78.6,143.85,75.9,66.71,22.79,4929.791,64.74,49.63,13.95,4882.926,56.54,218.051,209.971
25/10/2006,68.265,30.71,70.35,1948.84,35.33,34.4933,138.35,138.63,79.01,144.55,76.4,67.09,22.93,4968.688,65.29,50,13.99,4870.09,56.77,218.589,211.034
26/10/2006,68.625,30.8775,70.89,1962.6,35.48,34.5767,138.78,138.95,79.46,145.11,77.04,67.6001,23.06,4974.499,65.77,50.44,14.08,4927.404,57.54,220.193,213.342
27/10/2006,68.1,30.6475,70.4,1965.02,34.875,34,137.91,138.19,78.63,143.8,76.14,66.88,22.83,4976.442,65.36,50.145,13.92,4927.207,57.37,220.341,210.619
28/10/2006,,,,,,,,,,,,,,,,,,,,,
29/10/2006,,,,,,,,,,,,,,,,,,,,,
30/10/2006,68.125,30.6225,70.25,1952.73,34.63,33.8833,137.81,138.05,78.79,143.8,76.47,67.14,22.79,4963.588,65.22,50.09,13.84,4841.92,57.39,219.413,210.722
31/10/2006,68.105,30.595,70.29,1957.64,35.275,34.5333,137.79,138.04,78.65,143.25,76.23,66.77,22.9,4979.435,65.44,50.175,13.81,4843.594,58,220.066,213.111
01/11/2006,67.49,30.3875,70.2,1966.24,35.245,34.1867,136.86,137.04,77.37,140.85,74.58,65.76,22.91,4997.973,65.33,50.1,13.75,4865.523,57.97,221.592,215.21
02/11/2006,67.45,30.325,70.43,1958.92,35.385,34.2933,136.78,136.89,77.35,141.42,74.47,65.66,23.02,4996.943,65.56,50.25,13.78,4850.656,58.35,223.337,218.041
03/11/2006,67.44,30.3328,70.16,1952.86,35.66,34.4,136.54,136.7,77.63,142.05,74.83,65.87,22.97,4978.409,65.4,50.04,13.71,4811.215,58.47,224.248,218.107
04/11/2006,,,,,,,,,,,,,,,,,,,,,
05/11/2006,,,,,,,,,,,,,,,,,,,,,
06/11/2006,68.19,30.685,71.2,1967.55,36.36,35.2167,138.08,138.31,78.37,143.25,75.7,66.74,23.18,5028.683,66.28,50.755,13.8,4793.874,59.23,224.015,221.076
07/11/2006,68.425,30.725,71.28,1989.26,36.26,35.0667,138.61,138.82,78.72,143.7,76.2,66.92,23.24,5080.314,66.57,51.075,13.78,4835.487,59.18,225.935,220.972
08/11/2006,68.6,30.835,71.3,1975.2,36.29,35.1567,138.91,139.06,79.21,144.4,76.59,67.2733,23.39,5063.864,66.85,51.235,13.63,4766.159,58.79,225.264,219.639
09/11/2006,68.225,30.6375,70.94,1971.94,36.35,35.2767,138.18,138.36,78.82,143.93,75.89,66.78,23.25,5046.873,66.53,51.135,13.46,4727.154,58.47,227.207,224.042
10/11/2006,68.38,30.6625,71.22,1978.57,36.45,35.3267,138.24,138.52,79.25,145,76.52,67.26,23.33,5066.457,67.09,51.305,13.44,4737.475,58.49,227.694,223.694
11/11/2006,,,,,,,,,,,,,,,,,,,,,
12/11/2006,,,,,,,,,,,,,,,,,,,,,
13/11/2006,68.535,30.8125,70.77,1969.62,36.375,35.4467,138.58,138.82,79.34,145.05,76.63,67.46,23.13,5035.074,66.78,51.16,13.3,4680.159,58.4352,227.554,225.421
14/11/2006,69.07,31.0525,71.55,1975.63,36.93,36,139.62,139.82,80.18,146.7,78.11,68.44,23.15,5005.387,67.06,51.365,13.69,4774.557,58.8,229.087,226.903
15/11/2006,69.3298,31.145,71.53,1981,36.855,36.0667,140.02,140.19,80.64,147.25,78.7,68.95,23.19,5025.892,67.11,51.425,13.64,4747.796,58.98,230.04,230.66
16/11/2006,69.48,31.175,71.38,1980.71,36.555,35.7033,140.38,140.6,80.73,147.65,78.64,68.85,23.21,5049.42,67.02,51.39,13.53,4715.591,58.82,231.209,232.884
17/11/2006,69.445,31.19,71.17,1972.4,36.38,35.6633,140.42,140.64,80.64,147.4,78.59,68.72,23.14,5013.516,66.93,51.215,13.41,4709.563,59.27,231.094,233.065
18/11/2006,,,,,,,,,,,,,,,,,,,,,
19/11/2006,,,,,,,,,,,,,,,,,,,,,
20/11/2006,69.485,31.2575,70.63,1960.65,36.315,35.5233,140.5,140.73,80.75,147.44,78.7,68.96,23.13,5029.74,66.85,51.285,13.13,4575.898,58.18,230.204,230.99
21/11/2006,69.665,31.2425,70.98,1965.93,36.9,36.09,140.64,140.85,80.81,147.82,78.83,69.17,23.14,5035.242,67.29,51.47,13.14,4587.57,58.87,231.419,231.478
22/11/2006,69.86,31.3375,71.67,1988.63,37.275,36.3433,140.92,141.13,81.3,148.23,78.92,69.34,23.25,5045.247,67.66,51.805,13.26,4693.479,59.64,234.629,238.317
23/11/2006,,,,1989.14,,,,,,,,,,5032.502,,,,4712.477,,235.095,239.134
24/11/2006,69.655,31.2475,71.29,1990.64,37.415,36.3367,140.35,140.55,81.09,147.84,78.56,69.23,23.23,5060.194,67.61,51.615,13.21,4677.776,59.87,235.087,238.897
25/11/2006,,,,,,,,,,,,,,,,,,,,,
26/11/2006,,,,,,,,,,,,,,,,,,,,,
27/11/2006,68.55,30.765,70.7,1976.34,36.685,35.65,138.42,138.62,79.56,144.95,76.8,67.7,23,5015.888,66.69,50.97,13.2,4710.353,59.118,236.202,237.313
28/11/2006,68.81,30.8775,71.33,1972.29,36.94,35.8567,139.02,139.2,79.82,145.45,77.06,67.8,23.27,5024.594,67.14,51.415,13.42,4705.604,59.18,231.802,227.284
29/11/2006,69.515,31.1975,72.14,2000.42,37.7,36.4367,140.47,140.64,80.78,147.62,78.06,68.71,23.36,5082.812,67.66,51.75,13.68,4785.487,60.12,234.341,232.582
30/11/2006,69.625,31.2475,72.45,2012.31,37.86,36.6,140.53,140.75,81.05,147.72,78.07,68.98,23.55,5100.63,67.9,51.975,13.81,4877.928,60.552,236.973,236.404
01/12/2006,69.43,31.155,72.36,2010.99,37.61,36.45,140.22,140.42,80.93,147.8,77.78,68.75,23.52,5112.976,67.66,51.76,13.83,4902.71,59.63,237.445,235.431
02/12/2006,,,,,,,,,,,,,,,,,,,,,
03/12/2006,,,,,,,,,,,,,,,,,,,,,
